alpha [mm],fx [mm],fy [mm],l [mm],lh [mm],lr [mm],lv [mm],offset1 [mm],pr [mm],pr2 [mm],w [mm],wr [mm],wu [mm],Diode 1 state,Diode 2 state,Freq [GHz],"dB(S(1,1)) []"
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.036144578,-1.184156774
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.048192771,-1.084727285
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.060240964,-0.998671086
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.072289157,-0.923887436
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.084337349,-0.858683087
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.096385542,-0.801689931
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.108433735,-0.751801668
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.120481928,-0.708125326
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.13253012,-0.669944464
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.144578313,-0.636691725
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.156626506,-0.607929084
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.168674699,-0.583334729
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.180722892,-0.562696055
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.192771084,-0.545908755
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.204819277,-0.532982647
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.21686747,-0.524055618
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.228915663,-0.519418219
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.240963855,-0.519553096
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.253012048,-0.525196168
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.265060241,-0.537430905
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.277108434,-0.557834727
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.289156627,-0.588710013
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.301204819,-0.633456797
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.313253012,-0.697190452
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.325301205,-0.787797524
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.337349398,-0.917803685
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.34939759,-1.10780341
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.361445783,-1.393001383
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.373493976,-1.836132624
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.385542169,-2.55354724
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.397590361,-3.766880508
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.409638554,-5.887226602
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.421686747,-9.413040246
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.43373494,-11.85638028
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.445783133,-8.616780803
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.457831325,-5.580439619
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.469879518,-3.783460319
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.481927711,-2.71733157
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.493975904,-2.053938423
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.506024096,-1.626035917
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.518072289,-1.332495166
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.530120482,-1.11940516
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.542168675,-0.960566854
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.554216867,-0.839354603
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.56626506,-0.744918254
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.578313253,-0.6699876
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.590361446,-0.609571554
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.602409639,-0.560167337
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.614457831,-0.519267411
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.626506024,-0.485044599
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.638554217,-0.456146442
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.65060241,-0.431558113
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.662650602,-0.41050931
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.674698795,-0.392409955
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.686746988,-0.376805164
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.698795181,-0.363343348
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.710843373,-0.351753447
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.722891566,-0.341828696
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.734939759,-0.333415136
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.746987952,-0.326403769
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.759036145,-0.320725593
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.771084337,-0.316349125
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.78313253,-0.313280256
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.795180723,-0.31156452
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.807228916,-0.311292171
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.819277108,-0.312606766
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.831325301,-0.315718499
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.843373494,-0.32092427
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.855421687,-0.328637701
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.86746988,-0.339434354
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.879518072,-0.354120863
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.891566265,-0.373842884
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.903614458,-0.400258032
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.915662651,-0.435821458
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.927710843,-0.484274097
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.939759036,-0.551511172
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.951807229,-0.647197292
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.963855422,-0.787920403
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.975903614,-1.003671556
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.987951807,-1.3517604
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3,-1.946983119
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.012048193,-3.018066456
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.024096386,-4.907919113
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.036144578,-7.163827635
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.048192771,-6.898340846
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.060240964,-5.193384233
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.072289157,-4.144190103
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.084337349,-3.532650765
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.096385542,-2.919020164
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.108433735,-2.287644724
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.120481928,-1.778151346
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.13253012,-1.418569553
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.144578313,-1.174422015
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.156626506,-1.008874197
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.168674699,-0.896351867
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.180722892,-0.820999055
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.192771084,-0.773501671
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.204819277,-0.748891396
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.21686747,-0.745359154
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.228915663,-0.763773647
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.240963855,-0.807575874
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.253012048,-0.88235488
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.265060241,-0.992851457
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.277108434,-1.131234499
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.289156627,-1.250588725
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.301204819,-1.258668053
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.313253012,-1.115473478
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.325301205,-0.905957472
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.337349398,-0.722815299
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.34939759,-0.592486055
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.361445783,-0.506460198
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.373493976,-0.451057356
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.385542169,-0.415942573
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.397590361,-0.394488397
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.409638554,-0.382659247
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.421686747,-0.378061471
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.43373494,-0.379338157
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.445783133,-0.385818179
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.457831325,-0.397326922
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.469879518,-0.414100532
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.481927711,-0.436773994
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.493975904,-0.466433537
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.506024096,-0.504740492
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.518072289,-0.554151866
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.530120482,-0.618288811
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.542168675,-0.702547128
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.554216867,-0.81511974
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.56626506,-0.968735922
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.578313253,-1.183650107
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.590361446,-1.492722152
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.602409639,-1.949433818
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.614457831,-2.636967046
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.626506024,-3.659373534
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.638554217,-5.023222911
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.65060241,-6.208307344
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.662650602,-6.116562782
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.674698795,-4.928204092
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.686746988,-3.70755634
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.698795181,-2.82115987
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.710843373,-2.233485403
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.722891566,-1.852483717
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.734939759,-1.608814453
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.746987952,-1.458791435
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.759036145,-1.37645234
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.771084337,-1.347180822
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.78313253,-1.363857064
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.795180723,-1.424833537
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.807228916,-1.533131607
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.819277108,-1.696537718
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.831325301,-1.928497901
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.843373494,-2.249849214
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.855421687,-2.691447504
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.86746988,-3.297443475
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.879518072,-4.127561622
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.891566265,-5.251576942
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.903614458,-6.710945651
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.915662651,-8.368634314
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.927710843,-9.566159916
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.939759036,-9.343602432
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.951807229,-7.962541602
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.963855422,-6.402683429
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.975903614,-5.097389091
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.987951807,-4.094630732
0.983,22.53,9.1,64.35897436,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,4,-3.340002612
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1,-0.116661309
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.012048193,-0.118137875
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.024096386,-0.119708584
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.036144578,-0.12134778
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.048192771,-0.123033548
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.060240964,-0.124747811
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.072289157,-0.12647639
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.084337349,-0.128209012
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.096385542,-0.129939276
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.108433735,-0.131664582
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.120481928,-0.133386019
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.13253012,-0.135108231
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.144578313,-0.136839257
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.156626506,-0.138590363
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.168674699,-0.140375864
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.180722892,-0.142212954
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.192771084,-0.144121547
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.204819277,-0.146124136
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.21686747,-0.148245686
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.228915663,-0.150513555
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.240963855,-0.152957461
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.253012048,-0.155609499
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.265060241,-0.15850421
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.277108434,-0.161678715
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.289156627,-0.165172919
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.301204819,-0.169029789
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.313253012,-0.173295727
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.325301205,-0.178021034
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.337349398,-0.18326049
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.34939759,-0.189074071
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.361445783,-0.195527804
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.373493976,-0.202694817
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.385542169,-0.210656589
0.983,22.53,9.1,64.87179487,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.397590361,-0.219504468
